,Unnamed: 0,tanggal,sentiment,topic,text
6277,6277,9/27/2021,netral,jadwalrute,halo admin argo parahyangan priority sudah beroperasi dan tadi saya cek di aplikasi untuk tanggal oktober bandung gambir tidak ada kereta beroperasi terima kasih
6278,6278,9/27/2021,netral,aturan,min masih berlaku aturan tempat duduk selang seling kereta bengawan dengan rute pasar senen wates
6279,6279,9/27/2021,netral,syarat,di stasiun tegal belum terintegrasi tetap diminta memberikan hasil rapid dan sertifikat vaksinnya
6280,6280,9/27/2021,netral,lain,kayaknya pondok cina deh
6281,6281,9/27/2021,netral,jadwalrute,min untuk kereta kaligung semarang tegal kapan bisa mulai beroperasi lagi
6282,6282,9/27/2021,netral,syarat,antigen di stasiun poncol sampai jam berapa
6283,6283,9/27/2021,netral,lain,dari awal penggusuran untuk reaktivasi via youtube yusril rizky pratama sampai sekarang belum juga jalan bang
6284,6284,9/27/2021,netral,syarat,bekasi kak tanggal merah sabtu minggu tetep dilayanin swab antigen ya
6285,6285,9/27/2021,netral,syarat,halo min untuk kereta perjalanan dari tegal yogyakarta apa antigen atau kalau sudah vaksin tidak lagi
6286,6286,9/27/2021,netral,lain,halo kai
6287,6287,9/27/2021,netral,pelayanan,dear admin mohon info kalau mau denpasar tidak bisa dilayani link transfer armada dari pt kai ada mau naik wijaya kusuma bali tapi bingung mau naik apa setelahnya
6288,6288,9/27/2021,netral,lain,min cek dm
6289,6289,9/27/2021,netral,lain,bales dm min
6290,6290,9/27/2021,netral,syarat,min untuk swab antigen di stasiun klaten dilayani sampai jam berapa ya untuk biayanya berapa ya mohon informasinya nuhun
6291,6291,9/27/2021,netral,lain,min tolong cek dm urgent
6292,6292,9/27/2021,netral,aturan,min anak dibawah sudah boleh belum naik kereta api
6293,6293,9/27/2021,netral,jadwalrute,selain gambir tolong percepat pembukaan jadwal pasar senen blitar min sudah tanggal segini jadwal oktober belum bisa pesen
6294,6294,9/27/2021,netral,fasilitas,kapan nih fasilitas free bantal selimut dan cover jok tirai kain hadir kembali di kereta eksekutif semoga secepatnya thank you
6295,6295,9/27/2021,netral,lain,oy kenapa
6296,6296,9/27/2021,netral,syarat,min mau tanya kalau naik ka lokal surabaya blitar tidak pakek sertifikat vaksin ya
6297,6297,9/27/2021,netral,syarat,mau test antigen di stasiun keberangkatan sekalian dibawa untuk syarat test cpns di lokasi tujuan hasil test nya berlaku umum
6298,6298,9/27/2021,netral,jadwalrute,min kereta argo chairebon dari stasiun bekasi pada tanggal oktober tidak beroperasi saya cek di kai access tidak ada tapi minggu ada
6299,6299,9/27/2021,netral,syarat,halo min kalo tes antigen di stasiun nunggu hasil antigennya keluar berapa lama ya terima kasih
6300,6300,9/27/2021,netral,lain,terima kasih infonya
6301,6301,9/27/2021,netral,syarat,min mau tanya jam operasional tes antigen di stasiun lempuyangan dari jam berapa sampai jam berapa ya min
6302,6302,9/27/2021,netral,ticketing,min mau tanya ada perubahan harga dengan ada nya perubahan jam tempuh lebih cepat
6303,6303,9/27/2021,netral,lain,gas atuh
6304,6304,9/27/2021,netral,lain,bales dm aku
6305,6305,9/27/2021,netral,lain,banyak gaya
6306,6306,9/27/2021,netral,jadwalrute,halo min mau tanya ka ciremai rute semarang bandung dan sudah beroperasi lagi belum ya soalnya saya cek di google ada artikel bilang sudah beroperasi kembali tapi saya cek kai access tidak muncul ka ciremainya terima kasih
6307,6307,9/27/2021,netral,jadwalrute,min kereta bisnis jakarta yogyakarta sudah tidak ada ya min
6308,6308,9/27/2021,netral,lain,cek dm
6309,6309,9/27/2021,netral,syarat,kalau tidak pesan tiket kereta bisa tidak min hanya tes antigen aja
6310,6310,9/27/2021,netral,lain,terima kasih infonya tapi saya tidak suka irung ku di sogrok ii wedine infeksi jadi saya memutuskan naik bus
6311,6311,9/27/2021,netral,jadwalrute,dari tegal poncol min kaligung sudah beroprasi
6312,6312,9/27/2021,netral,lain,min cek dm yah makasih
6313,6313,9/27/2021,netral,lain,capture nemu di pesbuk kayak kereta darimana kemana kelas berapa pencerahan kah
6314,6314,9/27/2021,netral,jadwalrute,untuk kereta parahyangan kapan di buka kembali
6315,6315,9/27/2021,netral,jadwalrute,halo admin untuk kereta api maharani jurusan semarang surabaya beroperasi di oktober
6316,6316,9/27/2021,netral,syarat,halo railmin mau tanya untuk jadwal vaksin dan kuota tersedia di stasiun gubeng surabaya bisa saya akses informasi nya di mana ya terima kasih
6317,6317,9/27/2021,netral,syarat,selamat siang untuk kereta lokal malang surabaya penataran membutuh surat antigen rapid terima kasih
6318,6318,9/27/2021,netral,lain,naik persen pengguna kai commuter senin pagi capai penumpang kai
6319,6319,9/27/2021,netral,lain,anjir gue kira beneran gue pengen pulang harinya gue
6320,6320,9/27/2021,netral,lain,siang kak iya sari
6321,6321,9/27/2021,netral,lain,cek dm ya makasih
6322,6322,9/27/2021,netral,jadwalrute,siang kereta maharani semarang pasar turi pada oktober beroperasi
6323,6323,9/27/2021,netral,lain,faming into it
6324,6324,9/27/2021,netral,jadwalrute,ka kertajaya masih beroperasi saya cari tidak ada ya di platform kai
6325,6325,9/27/2021,netral,jadwalrute,min kereta ekonomi semarang lamongan belom beroperasi lagi
6326,6326,9/27/2021,positif,lain,keren nih pemerintah provinsi dki dan kai sarana transportasi kereta bisa untuk peningkatan dan percepatan wisata juga semoga daerah lainnya juga ditingkatkan sarana kereta lrt dan rapid mass transport lainnya tu efisien dan efektif nampung banyak orang dan cepat juga kalau jalur layang itu sekalian wisata
6327,6327,9/27/2021,netral,lain,cek dm saya segera
6328,6328,9/27/2021,netral,jadwalrute,kapan joglosemarkerto berpacu lagi udah suntuk nih bos
6329,6329,9/27/2021,netral,lain,you know love my ai gang nfts from 
6330,6330,9/27/2021,netral,lain,nice propic bro
6331,6331,9/27/2021,netral,lain,salah satu buat saya nyaman di jakarta sekarang itu moda tranportasi terintegrasi dan emoney tinggal tingkatkan kapasitas dan efisiensi waktu lebih cepat kedepan pembyaran semoga bisa cukup nft hp seperti di korea semoga daerah lainnya juga ditingkatkan
6332,6332,9/27/2021,netral,syarat,jadwal test antigen di stasiun tawang semarang jam berapa ya
6333,6333,9/27/2021,netral,syarat,mimin tau tidak jadwal buka antigen di stasiun pasar senen jam berapa jam berapa
6334,6334,9/27/2021,netral,syarat,permisi min kalau swab antigen di stasiun jam pagi antriannya banyak tidak ya kereta saya berangkat jam terima kasih min
6335,6335,9/27/2021,netral,jadwalrute,siang kereta maharani smgpsr turi beroperasi
6336,6336,9/27/2021,netral,syarat,min untuk swab test antigen di statiun sampai jam berapa
6337,6337,9/27/2021,netral,syarat,selamat siang admin mau tanya di stasiun bandung ada vaksin untuk calon penumpang kalau ada bisa untuk ibu hamil juga mohon tanggapannya terima kasih min
6338,6338,9/27/2021,netral,ticketing,hi kak saya mau tanya untuk prosedur refund tiket kereta bagaimana ya
6339,6339,9/27/2021,netral,syarat,saya mau yogyakarta dari jakarta tetapi saya proses pindah ktp jawa barat saya bisa ktp lama saya untuk syarat perjalanan
6340,6340,9/27/2021,netral,aturan,boleh anak umur naik ka lokal pramex jurusan yogyakarta kutoarjo
6341,6341,9/27/2021,netral,syarat,halo min untuk rapid antigen tidak di stasiun berlaku
6342,6342,9/27/2021,netral,lain,railmin mohon baca dm makasih
6343,6343,9/27/2021,netral,ticketing,dear railmin ini kenapa ya aku pesen tiket ka lokal gbsa jadi setelah aku tekan ya itu malah ngehang tidak lagi langsung pindah halaman ini aku make id sim cuma digit siih apa harus make id ktp digit ya tapi kalo pesen ka jarak jauh bisa
6344,6344,9/27/2021,netral,lain,cek dm ya min terima kasih
6345,6345,9/27/2021,negatif,lain,ribet mending naik lain
6346,6346,9/27/2021,netral,lain,min respon dm please
6347,6347,9/27/2021,netral,lain,baiklah makasih ya infonya
6348,6348,9/27/2021,netral,lain,halo min tolong cek dm ya
6349,6349,9/27/2021,netral,lain,halo bales dm saya terima kasih
6350,6350,9/27/2021,netral,lain,kaya dijepang euy mantap
6351,6351,9/27/2021,netral,syarat,min tes antigen di stasiun jatibarang sampai jam berapa ya
6352,6352,9/27/2021,netral,lain,jangan cuman retweet bagus bagus aja min gua ini
6353,6353,9/27/2021,netral,lain,sepur mahal pesanan sekolah mahal stasiun manggarai sabtu september fotosepur railfans versi instagram
6354,6354,9/27/2021,positif,lain,selama kai berupaya memberikan pelayanan jasa transportasi kereta api terbaik cepat tanggap dalam situasi dan kondisi apapun bergerak maju mendukung bangsa indonesia lebih tangguh dan terus tumbuh melayani lebih cepat dan lebih baik hutkai medcomad
6355,6355,9/27/2021,netral,jadwalrute,min kereta lokal untuk solosemarang sekarang apa beroperasi
6356,6356,9/27/2021,netral,lain,cek dm min
6357,6357,9/27/2021,netral,syarat,saya mau yogyakarta dari jakarta tetapi saya proses pindah ktp jawa barat saya bisa ktp lama saya untuk syarat perjalanan
6358,6358,9/27/2021,netral,lain,cek dm min
6359,6359,9/27/2021,netral,lain,min min cek dm please terima kasih
6360,6360,9/27/2021,netral,experience,penampakan mas koki masak di taksaka lebih fresh once again thank you dan
6361,6361,9/27/2021,netral,syarat,min kalau rapid di kutoarjo dari jam berapa sampai jam berapa makasih
6362,6362,9/27/2021,netral,fasilitas,min kemarin baca berita kalau argowilis dapat free wifi ini mau coba connect tidak bisa apa di protect ya
6363,6363,9/27/2021,netral,jadwalrute,min mau tanya kenapa kereta jurusan jakarta malang ekonomi minggu ini belum tersedia tiketnya ya apa emang tidak dioperasikan
6364,6364,9/27/2021,netral,syarat,selamat siang min minta tolong info rapid tes di stasiun jombang buka apa saja dan tarifnya berapa ya terima kasih
6365,6365,9/27/2021,netral,syarat,terima kasih akhirnya harga tes antigen tidak lebih mahal dari harga tiket keretanya
6366,6366,9/27/2021,netral,lain,mohon cek dm ya min terima kasih
6367,6367,9/27/2021,netral,pelayanan,cipinang besar utara jakarta timur tolong dirapikan kembali pekerjaanya tidak punya team pengawas hasil pekerjaan dilapangan
6368,6368,9/27/2021,netral,jadwalrute,hai min untuk jadwal ka beroperasi untuk oktober belum ada ya
6369,6369,9/27/2021,netral,lain,mohon dilengkapi data di bawah ini untuk memudahkan petugas dalam menindaklanjuti laporan alamat lengkap patokan lokasi laporan
6370,6370,9/27/2021,netral,lain,min cek dm ya
6371,6371,9/27/2021,netral,experience,sudah lama tidak sesepuran hm yogyakarta enak kali ya
6372,6372,9/28/2021,positif,experience,turun dari kereta dapat kejutan dari terima kasih hadiahnya dan sudah setia melayani selamat ulang semoga semakin jaya dan juga sesuai dengan mottonya
6373,6373,9/28/2021,positif,lain,selamat ulang pt kai semoga sukses dan bisa memberikan terbaik buat penggunanya
6374,6374,9/28/2021,positif,lain,komunitas anak kereta twitter dirgahayu pt kereta api indonesia ke semoga senantiasa selalu memberikan pelayanan terbaik dan topclass melayani lebih cepat dan lebih baik kai
6375,6375,9/28/2021,netral,lain,mantap min
6376,6376,9/28/2021,netral,jadwalrute,permisi min jadwal ka oktober ada ka baru
6377,6377,9/28/2021,netral,lain,kemarin sih ada pas pahlawan jadi buat tenaga pendidik dan tenaga medis untuk ini semoga ada lagi deh kemarin tidak kebagian
6378,6378,9/28/2021,netral,lain,selamat ulang semoga pandemi segera bisa ngajakin mereka naik kereta lagi dan kelak anak anakku bisa mewujudkan cita cita mereka menjadi masinis
6379,6379,9/28/2021,netral,jadwalrute,kapan kereta pasundan mulai ada jadwal
6380,6380,9/28/2021,netral,jadwalrute,ditunggu joglosemarkerto beroperasi kembali kak
6381,6381,9/28/2021,netral,lain,bener banget hyung makin puas ya
6382,6382,9/28/2021,netral,lain,ada kameremennya sendiri kak hihi
6383,6383,9/28/2021,netral,syarat,mau nanya nih min itu persyaratan untuk naik kereta harus di genose atau antigen dulu sehari sebelum berangkat ya itu disana di sediakan apa tidak kalo genose atau antigen itu juga pada jadwal keberangkatan boleh kah
6384,6384,9/28/2021,netral,lain,asik bisa jalan jalan terus biar bisa rumah sanak saudara
6385,6385,9/28/2021,netral,syarat,tes antigen di klaten buka jam berapa ya min hasilnya berapa lama
6386,6386,9/28/2021,netral,lain,tidak deh pop
6387,6387,9/28/2021,netral,lain,selamat kereta indonesia semoga transportasi publik semakin maju dan terintegrasi dengan moda
6388,6388,9/28/2021,netral,lain,pagi min minta tolong dibuka dm nya ya terima kasih banyak
6389,6389,9/28/2021,netral,lain,terima kasih kai
6390,6390,9/28/2021,netral,aturan,halo selamat pagi kai mau nanya anak masih dilarang untuk ikut dalam perjalanan kereta api
6391,6391,9/28/2021,netral,lain,hut kai editioncc sebagai loko dinas ka argo wilis berangkat bandung
6392,6392,9/28/2021,netral,lain,min tolong
6393,6393,9/28/2021,netral,lain,selamat ulang ke kai dari atas kereta lokal cikarang
6394,6394,9/28/2021,netral,jadwalrute,kaligung kapan beroperasi lagi
6395,6395,9/28/2021,netral,jadwalrute,selamat pagi min untuk kereta api gambi rbandung jumat tanggal oktober tidak ada jadwal keberangkatan
6396,6396,9/28/2021,netral,lain,dorong liwat
6397,6397,9/28/2021,netral,lain,halo min cek dm ya
6398,6398,9/28/2021,positif,lain,dirgahayu moda transportasi aku andelin setiap keluar kota
6399,6399,9/28/2021,netral,lain,nggih mas matur sembah nuwun baru tau kalau gambir harus dari stasiun yogyakarta
6400,6400,9/28/2021,netral,aturan,maksudnya antrian kondisional ini apa ya min
6401,6401,9/28/2021,netral,jadwalrute,pemilihan stasiun ambil yogyakarta yogyakarta jangan lempuyangan lpn kalau lempuyangan kebanyakan berhenti di pasar senen pasar senen kelasnya beda
6402,6402,9/28/2021,netral,lain,selamat jadi makin prima pelayanan dan makin sukses
6403,6403,9/28/2021,netral,syarat,kereta rajabasa harus pake antigen tidak ya min
6404,6404,9/28/2021,netral,lain,mana keretanya
6405,6405,9/28/2021,netral,ticketing,min mau pesan tiket untuk usia bayi lewat kai access kenapa tidak bisa ya
6406,6406,9/28/2021,netral,lain,selamat
6407,6407,9/28/2021,netral,lain,happy birthday pt kereta api indonesia semoga jaya selalu dan maju terus
6408,6408,9/28/2021,netral,lain,selamat ulang
6409,6409,9/28/2021,netral,experience,lama juga ya aku terakhir tidak naik kereta jauh awal pas pandemi melanda jakarta
6410,6410,9/28/2021,netral,jadwalrute,mohon info kapan dibuka lagi layanan kereta api kaligung jurusan brebes semarang terima kasih
6411,6411,9/28/2021,netral,experience,lrt makin sering jalan jalan naik kereta
6412,6412,9/28/2021,netral,ticketing,pagi min ada tiket go show untuk pemberangkatan dari solo madiun ini
6413,6413,9/28/2021,netral,aturan,min anak di bawah bisa naik kereta jakarta yogyakarta
6414,6414,9/28/2021,netral,jadwalrute,min ka matarmaja brantas belum bisa dibooking tanggal oktober ya
6415,6415,9/28/2021,netral,lain,selamat ulang kai suka dengan logo tahunnya semoga bisa segera naik ka lagi buat berkunjung keluarga atau berlibur
6416,6416,9/28/2021,netral,lain,dirgahayu pt kereta api indonesia tahun semoga depan menjadi lebih baik lagi dengan tetap mengutamakan keselamatan dan keamanan menjadi moda transportasi handal kebanggaan indonesia jaya terus kereta apiku dari unit pam daop 
6417,6417,9/28/2021,netral,lain,new sticker hut kai editioncc sebagai loko dinas ka argo wilis
6418,6418,9/28/2021,netral,syarat,min harga rapid antigen di stasiun kiaracondong bandung sudah update jadi ribu
6419,6419,9/28/2021,netral,lain,dengan semangat melayani lebih cepat dan lebih baik teruskan kontribusi terbaik untuk indonesia tercinta selamat ulang ke pt kai 
6420,6420,9/28/2021,netral,experience,sudah lama tidak purwokerto jadi kangen kesana dan naik kereta jakarta ah
6421,6421,9/28/2021,netral,syarat,permisi kak untuk ka lokal pasuruan surabaya menggunakan antigen atau tidak ya terima kasih
6422,6422,9/28/2021,netral,lain,selamat bhakti postel 
6423,6423,9/28/2021,positif,experience,saya suka naik kereta favorit banget deh transportasi ini
6424,6424,9/28/2021,netral,jadwalrute,kaligung kapan aktif kembali
6425,6425,9/28/2021,netral,lain,pulang kampung naik sembrani fajar menyambut di surabaya di hut kai ke ini semoga semakin jaya jaya jaya yuk ikutan
6426,6426,9/28/2021,netral,lain,selamat jadi buat dan dengan sepecial livery hut indonesia 
6427,6427,9/28/2021,netral,syarat,pagi min saya mau tanya untuk syarat perjalanan kota solo bandung apa aja ya
6428,6428,9/28/2021,netral,lain,tahun mengabdi untuk menjadi terbaik bagi perkeretaapian indonesia melayani lebih cepat dan lebih baik hutkai
6429,6429,9/28/2021,netral,lain,eksekutif juga min
6430,6430,9/28/2021,positif,lain,dirgahayu terus semangat melayani masyarakat dengan menghadirkan pelayanan perjalanan aman nyaman dan menyenangkan
6431,6431,9/28/2021,netral,syarat,untuk keberangkatan bekasi cirebon tes genose atau sebelum keberangkatan ya min
6432,6432,9/28/2021,netral,jadwalrute,min kereta joglosemarkerto masih beroperasi tidak ya kalo kereta tujuan pemalang dari yogyakarta selain itu apa ya
6433,6433,9/28/2021,netral,jadwalrute,min ini krl cikarang jakarta tiap pagi sudah dari minggu kemaren ngaret mulu ya penumpang dibatasi tapi krl nya malah ontime ini ada apa dan sampai kapan ya atau emang jadwal berubah
